nl_query,action,time,user,source,src_ip,hostname,severity,status_code,structured_query,event_ts
pull up file upload events by user anonymous from ip 192.168.1.100 past week in ssh,upload,last7d,anonymous,ssh,192.168.1.100,*,*,*,action=upload user=anonymous source=ssh src_ip=192.168.1.100 earliest=-7d@d latest=now,2025-10-01T12:23:26
find delete events by user admin past 60 minutes in network security,deletion,last1h,admin,firewall,*,*,*,*,action=deletion user=admin source=firewall earliest=-60m latest=now,2025-10-04T12:00:26
give me access events by user jsmith last 24 hours in machine,access,last24h,jsmith,host,*,*,*,*,action=access user=jsmith source=host earliest=-24h latest=now,2025-10-03T21:23:26
find logout events by user anonymous from ip 192.168.1.100 in the last 24 hours in windows,logout,today,anonymous,windows,192.168.1.100,*,*,*,action=logout user=anonymous source=windows src_ip=192.168.1.100 earliest=@d latest=now,2025-10-04T00:25:26
show me file deletion events by user alice on web-server-01 since midnight in machine,deletion,today,alice,host,*,web-server-01,*,*,action=deletion user=alice source=host hostname=web-server-01 earliest=@d latest=now,2025-10-04T06:20:26
pull up failed login events by user alice with status 403 since yesterday in db,failure,last24h,alice,database,*,*,*,403,action=failure user=alice source=database status_code=403 earliest=-24h latest=now,2025-10-03T13:23:26
pull up file download events by user root with status 502 this month in file system,download,last30d,root,filesystem,*,*,*,502,action=download user=root source=filesystem status_code=502 earliest=-30d@d latest=now,2025-10-04T12:23:26
show me error download events by user admin yesterday in security log,download,yesterday,admin,auth,*,*,error,*,action=download user=admin source=auth severity=error earliest=@d-1d latest=@d,2025-10-03T13:31:26
find warn auth success events by user admin from ip 10.0.0.1 with status 502 last 30 days in db,success,last30d,admin,database,10.0.0.1,*,warning,502,action=success user=admin source=database src_ip=10.0.0.1 severity=warning status_code=502 earliest=-30d@d latest=now,2025-10-04T12:23:26
list login events by user alice from ip 192.168.0.1 with status 404 this month in windows event log,login,last30d,alice,windows,192.168.0.1,*,*,404,action=login user=alice source=windows src_ip=192.168.0.1 status_code=404 earliest=-30d@d latest=now,2025-09-22T12:23:26
list logins events by user admin last 24 hours in machine,login,last24h,admin,host,*,*,*,*,action=login user=admin source=host earliest=-24h latest=now,2025-10-04T04:23:26
list logins events by user alice on app-server-03 this month in filesystem,login,last30d,alice,filesystem,*,app-server-03,*,*,action=login user=alice source=filesystem hostname=app-server-03 earliest=-30d@d latest=now,2025-09-30T12:23:26
pull up file deletion events by user anonymous last 30 days in security log,deletion,last30d,anonymous,auth,*,*,*,*,action=deletion user=anonymous source=auth earliest=-30d@d latest=now,2025-09-19T12:23:26
give me auth failure events by user anonymous this week in ssh,failure,last7d,anonymous,ssh,*,*,*,*,action=failure user=anonymous source=ssh earliest=-7d@d latest=now,2025-10-03T12:23:26
give me connection events by user root on app-server-03 last 24 hours in firewall,access,last24h,root,firewall,*,app-server-03,*,*,action=access user=root source=firewall hostname=app-server-03 earliest=-24h latest=now,2025-10-04T09:23:26
display file deletion events by user admin this month in windows,deletion,last30d,admin,windows,*,*,*,*,action=deletion user=admin source=windows earliest=-30d@d latest=now,2025-09-13T12:23:26
display successful login events by user bob with status 502 past 60 minutes in auth log,success,last1h,bob,auth,*,*,*,502,action=success user=bob source=auth status_code=502 earliest=-60m latest=now,2025-10-04T12:00:26
give me restart events by user alice past week in authentication log,restart,last7d,alice,auth,*,*,*,*,action=restart user=alice source=auth earliest=-7d@d latest=now,2025-09-28T12:23:26
give me logins events by user bob from ip 10.0.0.1 this month in authentication log,login,last30d,bob,auth,10.0.0.1,*,*,*,action=login user=bob source=auth src_ip=10.0.0.1 earliest=-30d@d latest=now,2025-09-26T12:23:26
show me login events past week in ssh,login,last7d,*,ssh,*,*,*,*,action=login source=ssh earliest=-7d@d latest=now,2025-09-28T12:23:26
find access events by user bob yesterday in database,access,yesterday,bob,database,*,*,*,*,action=access user=bob source=database earliest=@d-1d latest=@d,2025-10-03T06:45:26
display auth success events by user anonymous last hour in network security,success,last1h,anonymous,firewall,*,*,*,*,action=success user=anonymous source=firewall earliest=-60m latest=now,2025-10-04T11:35:26
display informational logout events by user root from ip 172.16.0.50 yesterday in auth log,logout,yesterday,root,auth,172.16.0.50,*,info,*,action=logout user=root source=auth src_ip=172.16.0.50 severity=info earliest=@d-1d latest=@d,2025-10-03T18:04:26
list warning download events with status 500 past 60 minutes in file system,download,last1h,*,filesystem,*,*,warning,500,action=download source=filesystem severity=warning status_code=500 earliest=-60m latest=now,2025-10-04T11:24:26
display file deletion events by user alice on db-prod-02 the previous day in machine,deletion,yesterday,alice,host,*,db-prod-02,*,*,action=deletion user=alice source=host hostname=db-prod-02 earliest=@d-1d latest=@d,2025-10-03T21:03:26
list warn logins events by user jsmith from ip 192.168.1.100 the previous day in db,login,yesterday,jsmith,database,192.168.1.100,*,warning,*,action=login user=jsmith source=database src_ip=192.168.1.100 severity=warning earliest=@d-1d latest=@d,2025-10-03T05:24:26
display logins events by user root last hour in ssh,login,last1h,root,ssh,*,*,*,*,action=login user=root source=ssh earliest=-60m latest=now,2025-10-04T11:51:26
pull up error service restart events from ip 10.0.0.1 last 30 days in file system,restart,last30d,*,filesystem,10.0.0.1,*,error,*,action=restart source=filesystem src_ip=10.0.0.1 severity=error earliest=-30d@d latest=now,2025-09-20T12:23:26
display error events by user anonymous with status 502 since yesterday in filesystem,error,last24h,anonymous,filesystem,*,*,*,502,action=error user=anonymous source=filesystem status_code=502 earliest=-24h latest=now,2025-10-03T20:23:26
show me crash events by user admin last 7 days in ssh,error,last7d,admin,ssh,*,*,*,*,action=error user=admin source=ssh earliest=-7d@d latest=now,2025-09-29T12:23:26
give me info login failure events by user root with status 403 last 30 days in db,failure,last30d,root,database,*,*,info,403,action=failure user=root source=database severity=info status_code=403 earliest=-30d@d latest=now,2025-09-05T12:23:26
pull up info login events this month in database,login,last30d,*,database,*,*,info,*,action=login source=database severity=info earliest=-30d@d latest=now,2025-09-15T12:23:26
display logout events by user jsmith with status 502 last 7 days in firewall logs,logout,last7d,jsmith,firewall,*,*,*,502,action=logout user=jsmith source=firewall status_code=502 earliest=-7d@d latest=now,2025-09-30T12:23:26
show me delete events by user bob on firewall-01 with status 404 past week in secure shell,deletion,last7d,bob,ssh,*,firewall-01,*,404,action=deletion user=bob source=ssh hostname=firewall-01 status_code=404 earliest=-7d@d latest=now,2025-09-29T12:23:26
show me authentication events by user root with status 403 past 60 minutes in filesystem,login,last1h,root,filesystem,*,*,*,403,action=login user=root source=filesystem status_code=403 earliest=-60m latest=now,2025-10-04T12:22:26
display warn logout events by user anonymous on app-server-03 the previous day in host,logout,yesterday,anonymous,host,*,app-server-03,warning,*,action=logout user=anonymous source=host hostname=app-server-03 severity=warning earliest=@d-1d latest=@d,2025-10-03T15:45:26
display download events by user anonymous last 24 hours in machine,download,last24h,anonymous,host,*,*,*,*,action=download user=anonymous source=host earliest=-24h latest=now,2025-10-04T02:23:26
find informational authentication events by user anonymous this month in apache,login,last30d,anonymous,web,*,*,info,*,action=login user=anonymous source=web severity=info earliest=-30d@d latest=now,2025-09-07T12:23:26
give me emergency error events by user anonymous since midnight in web server,error,today,anonymous,web,*,*,critical,*,action=error user=anonymous source=web severity=critical earliest=@d latest=now,2025-10-04T02:32:26
display crit login failure events by user root on firewall-01 this month in authentication log,failure,last30d,root,auth,*,firewall-01,critical,*,action=failure user=root source=auth hostname=firewall-01 severity=critical earliest=-30d@d latest=now,2025-09-08T12:23:26
pull up err service restart events by user bob from ip 192.168.0.1 with status 502 past 60 minutes in file system,restart,last1h,bob,filesystem,192.168.0.1,*,error,502,action=restart user=bob source=filesystem src_ip=192.168.0.1 severity=error status_code=502 earliest=-60m latest=now,2025-10-04T11:42:26
find sign off events by user bob with status 200 this month in secure shell,logout,last30d,bob,ssh,*,*,*,200,action=logout user=bob source=ssh status_code=200 earliest=-30d@d latest=now,2025-09-17T12:23:26
give me warn error events by user jsmith from ip 10.10.10.5 in the last 24 hours in db,error,today,jsmith,database,10.10.10.5,*,warning,*,action=error user=jsmith source=database src_ip=10.10.10.5 severity=warning earliest=@d latest=now,2025-10-04T04:03:26
find crash events by user jsmith from ip 10.10.10.5 on web-server-01 with status 502 the previous day in ssh,error,yesterday,jsmith,ssh,10.10.10.5,web-server-01,*,502,action=error user=jsmith source=ssh src_ip=10.10.10.5 hostname=web-server-01 status_code=502 earliest=@d-1d latest=@d,2025-10-03T06:47:26
list failed login events by user alice from ip 10.0.0.1 last hour in nginx,failure,last1h,alice,web,10.0.0.1,*,*,*,action=failure user=alice source=web src_ip=10.0.0.1 earliest=-60m latest=now,2025-10-04T12:13:26
pull up auth failure events by user alice from ip 10.10.10.5 in the last 24 hours in ssh,failure,today,alice,ssh,10.10.10.5,*,*,*,action=failure user=alice source=ssh src_ip=10.10.10.5 earliest=@d latest=now,2025-10-04T12:07:26
display error logout events by user bob from ip 192.168.1.100 last hour in nginx,logout,last1h,bob,web,192.168.1.100,*,error,*,action=logout user=bob source=web src_ip=192.168.1.100 severity=error earliest=-60m latest=now,2025-10-04T11:37:26
show me download events by user anonymous from ip 10.10.10.5 on load-balancer last 30 days in database,download,last30d,anonymous,database,10.10.10.5,load-balancer,*,*,action=download user=anonymous source=database src_ip=10.10.10.5 hostname=load-balancer earliest=-30d@d latest=now,2025-09-16T12:23:26
give me sign off events by user bob last 24 hours in filesystem,logout,last24h,bob,filesystem,*,*,*,*,action=logout user=bob source=filesystem earliest=-24h latest=now,2025-10-03T13:23:26
pull up file upload events from ip 172.16.0.50 on firewall-01 this week in firewall logs,upload,last7d,*,firewall,172.16.0.50,firewall-01,*,*,action=upload source=firewall src_ip=172.16.0.50 hostname=firewall-01 earliest=-7d@d latest=now,2025-10-02T12:23:26
list logout events by user bob since yesterday in apache,logout,last24h,bob,web,*,*,*,*,action=logout user=bob source=web earliest=-24h latest=now,2025-10-03T18:23:26
find err request events by user alice in the last 24 hours in windows event log,access,today,alice,windows,*,*,error,*,action=access user=alice source=windows severity=error earliest=@d latest=now,2025-10-04T02:53:26
list sign off events by user jsmith last 7 days in auth log,logout,last7d,jsmith,auth,*,*,*,*,action=logout user=jsmith source=auth earliest=-7d@d latest=now,2025-10-04T12:23:26
find crash events by user jsmith on web-server-01 past week in machine,error,last7d,jsmith,host,*,web-server-01,*,*,action=error user=jsmith source=host hostname=web-server-01 earliest=-7d@d latest=now,2025-10-03T12:23:26
pull up informational crash events by user jsmith from ip 10.0.0.1 yesterday in host,error,yesterday,jsmith,host,10.0.0.1,*,info,*,action=error user=jsmith source=host src_ip=10.0.0.1 severity=info earliest=@d-1d latest=@d,2025-10-03T03:39:26
display download events by user bob from ip 10.10.10.5 last 24 hours in filesystem,download,last24h,bob,filesystem,10.10.10.5,*,*,*,action=download user=bob source=filesystem src_ip=10.10.10.5 earliest=-24h latest=now,2025-10-03T17:23:26
give me logout events by user jsmith from ip 10.10.10.5 with status 503 the previous day in filesystem,logout,yesterday,jsmith,filesystem,10.10.10.5,*,*,503,action=logout user=jsmith source=filesystem src_ip=10.10.10.5 status_code=503 earliest=@d-1d latest=@d,2025-10-03T05:03:26
show me error events with status 403 last 7 days in authentication log,error,last7d,*,auth,*,*,*,403,action=error source=auth status_code=403 earliest=-7d@d latest=now,2025-10-02T12:23:26
find restart events by user root from ip 192.168.1.100 on load-balancer last 7 days in windows event log,restart,last7d,root,windows,192.168.1.100,load-balancer,*,*,action=restart user=root source=windows src_ip=192.168.1.100 hostname=load-balancer earliest=-7d@d latest=now,2025-09-29T12:23:26
find file download events by user bob from ip 10.10.10.5 this week in network security,download,last7d,bob,firewall,10.10.10.5,*,*,*,action=download user=bob source=firewall src_ip=10.10.10.5 earliest=-7d@d latest=now,2025-09-29T12:23:26
pull up informational delete events by user jsmith last 30 days in security log,deletion,last30d,jsmith,auth,*,*,info,*,action=deletion user=jsmith source=auth severity=info earliest=-30d@d latest=now,2025-09-20T12:23:26
find warn logins events by user alice last hour in auth log,login,last1h,alice,auth,*,*,warning,*,action=login user=alice source=auth severity=warning earliest=-60m latest=now,2025-10-04T11:30:26
give me failed login events by user alice with status 503 past week in web server,failure,last7d,alice,web,*,*,*,503,action=failure user=alice source=web status_code=503 earliest=-7d@d latest=now,2025-09-29T12:23:26
show me authentication events by user admin on db-prod-02 last 24 hours in server,login,last24h,admin,host,*,db-prod-02,*,*,action=login user=admin source=host hostname=db-prod-02 earliest=-24h latest=now,2025-10-03T19:23:26
give me file upload events by user jsmith the previous day in host,upload,yesterday,jsmith,host,*,*,*,*,action=upload user=jsmith source=host earliest=@d-1d latest=@d,2025-10-03T05:16:26
show me logins events by user alice last 30 days in secure shell,login,last30d,alice,ssh,*,*,*,*,action=login user=alice source=ssh earliest=-30d@d latest=now,2025-09-21T12:23:26
list informational sign off events by user admin yesterday in server,logout,yesterday,admin,host,*,*,info,*,action=logout user=admin source=host severity=info earliest=@d-1d latest=@d,2025-10-03T16:08:26
show me auth failure events by user admin last hour in security log,failure,last1h,admin,auth,*,*,*,*,action=failure user=admin source=auth earliest=-60m latest=now,2025-10-04T12:17:26
show me failed login events by user admin last 24 hours in ssh,failure,last24h,admin,ssh,*,*,*,*,action=failure user=admin source=ssh earliest=-24h latest=now,2025-10-04T01:23:26
display file deletion events by user alice from ip 10.0.0.1 last 24 hours in network security,deletion,last24h,alice,firewall,10.0.0.1,*,*,*,action=deletion user=alice source=firewall src_ip=10.0.0.1 earliest=-24h latest=now,2025-10-04T06:23:26
list file deletion events last 7 days in server,deletion,last7d,*,host,*,*,*,*,action=deletion source=host earliest=-7d@d latest=now,2025-10-01T12:23:26
list authentication events by user alice last hour in file system,login,last1h,alice,filesystem,*,*,*,*,action=login user=alice source=filesystem earliest=-60m latest=now,2025-10-04T12:16:26
show me warn auth failure events by user alice past week in nginx,failure,last7d,alice,web,*,*,warning,*,action=failure user=alice source=web severity=warning earliest=-7d@d latest=now,2025-10-03T12:23:26
give me upload events by user jsmith this week in db,upload,last7d,jsmith,database,*,*,*,*,action=upload user=jsmith source=database earliest=-7d@d latest=now,2025-09-30T12:23:26
list delete events by user root on web-server-01 since yesterday in nginx,deletion,last24h,root,web,*,web-server-01,*,*,action=deletion user=root source=web hostname=web-server-01 earliest=-24h latest=now,2025-10-04T09:23:26
pull up request events by user admin yesterday in database,access,yesterday,admin,database,*,*,*,*,action=access user=admin source=database earliest=@d-1d latest=@d,2025-10-03T21:03:26
give me auth failure events by user root with status 404 today in windows event log,failure,today,root,windows,*,*,*,404,action=failure user=root source=windows status_code=404 earliest=@d latest=now,2025-10-04T02:08:26
show me critical login events by user bob the previous day in database,login,yesterday,bob,database,*,*,critical,*,action=login user=bob source=database severity=critical earliest=@d-1d latest=@d,2025-10-03T17:12:26
display file deletion events by user admin past 60 minutes in database,deletion,last1h,admin,database,*,*,*,*,action=deletion user=admin source=database earliest=-60m latest=now,2025-10-04T12:00:26
give me informational delete events by user alice yesterday in ssh,deletion,yesterday,alice,ssh,*,*,info,*,action=deletion user=alice source=ssh severity=info earliest=@d-1d latest=@d,2025-10-03T17:10:26
show me service restart events by user root from ip 10.0.0.1 on firewall-01 last hour in host,restart,last1h,root,host,10.0.0.1,firewall-01,*,*,action=restart user=root source=host src_ip=10.0.0.1 hostname=firewall-01 earliest=-60m latest=now,2025-10-04T12:02:26
display file deletion events by user bob from ip 10.10.10.5 last 7 days in web server,deletion,last7d,bob,web,10.10.10.5,*,*,*,action=deletion user=bob source=web src_ip=10.10.10.5 earliest=-7d@d latest=now,2025-10-02T12:23:26
show me logout events by user root on app-server-03 past 60 minutes in machine,logout,last1h,root,host,*,app-server-03,*,*,action=logout user=root source=host hostname=app-server-03 earliest=-60m latest=now,2025-10-04T11:59:26
display connection events by user bob with status 502 since yesterday in auth log,access,last24h,bob,auth,*,*,*,502,action=access user=bob source=auth status_code=502 earliest=-24h latest=now,2025-10-03T22:23:26
give me failed login events on firewall-01 today in network security,failure,today,*,firewall,*,firewall-01,*,*,action=failure source=firewall hostname=firewall-01 earliest=@d latest=now,2025-10-04T11:35:26
give me warning successful login events by user anonymous since midnight in db,success,today,anonymous,database,*,*,warning,*,action=success user=anonymous source=database severity=warning earliest=@d latest=now,2025-10-04T04:26:26
pull up login failure events by user root in the last 24 hours in nginx,failure,today,root,web,*,*,*,*,action=failure user=root source=web earliest=@d latest=now,2025-10-04T08:16:26
list download events by user bob since midnight in secure shell,download,today,bob,ssh,*,*,*,*,action=download user=bob source=ssh earliest=@d latest=now,2025-10-04T01:38:26
find sign off events by user root yesterday in database,logout,yesterday,root,database,*,*,*,*,action=logout user=root source=database earliest=@d-1d latest=@d,2025-10-03T12:23:26
pull up access events by user bob this month in database,access,last30d,bob,database,*,*,*,*,action=access user=bob source=database earliest=-30d@d latest=now,2025-09-08T12:23:26
list upload events by user anonymous on app-server-03 past 60 minutes in file system,upload,last1h,anonymous,filesystem,*,app-server-03,*,*,action=upload user=anonymous source=filesystem hostname=app-server-03 earliest=-60m latest=now,2025-10-04T11:37:26
list auth failure events by user anonymous today in database,failure,today,anonymous,database,*,*,*,*,action=failure user=anonymous source=database earliest=@d latest=now,2025-10-04T09:25:26
pull up authentication events by user alice this week in ssh,login,last7d,alice,ssh,*,*,*,*,action=login user=alice source=ssh earliest=-7d@d latest=now,2025-10-03T12:23:26
show me auth failure events by user root last hour in event viewer,failure,last1h,root,windows,*,*,*,*,action=failure user=root source=windows earliest=-60m latest=now,2025-10-04T12:08:26
pull up warn successful login events by user root from ip 172.16.0.50 in the last 24 hours in secure shell,success,today,root,ssh,172.16.0.50,*,warning,*,action=success user=root source=ssh src_ip=172.16.0.50 severity=warning earliest=@d latest=now,2025-10-04T00:58:26
pull up login failure events by user alice this month in authentication log,failure,last30d,alice,auth,*,*,*,*,action=failure user=alice source=auth earliest=-30d@d latest=now,2025-10-04T12:23:26
pull up login failure events by user alice on app-server-03 since yesterday in network security,failure,last24h,alice,firewall,*,app-server-03,*,*,action=failure user=alice source=firewall hostname=app-server-03 earliest=-24h latest=now,2025-10-04T00:23:26
list file deletion events by user admin past week in database,deletion,last7d,admin,database,*,*,*,*,action=deletion user=admin source=database earliest=-7d@d latest=now,2025-09-28T12:23:26
give me file deletion events by user jsmith from ip 172.16.0.50 since midnight in machine,deletion,today,jsmith,host,172.16.0.50,*,*,*,action=deletion user=jsmith source=host src_ip=172.16.0.50 earliest=@d latest=now,2025-10-04T00:32:26
show me upload events by user alice from ip 192.168.0.1 with status 502 this month in machine,upload,last30d,alice,host,192.168.0.1,*,*,502,action=upload user=alice source=host src_ip=192.168.0.1 status_code=502 earliest=-30d@d latest=now,2025-09-19T12:23:26
give me auth success events by user alice from ip 192.168.0.1 with status 500 since midnight in windows event log,success,today,alice,windows,192.168.0.1,*,*,500,action=success user=alice source=windows src_ip=192.168.0.1 status_code=500 earliest=@d latest=now,2025-10-04T03:22:26
pull up warning sign off events by user jsmith since yesterday in database,logout,last24h,jsmith,database,*,*,warning,*,action=logout user=jsmith source=database severity=warning earliest=-24h latest=now,2025-10-03T13:23:26
display informational delete events by user jsmith last 24 hours in firewall,deletion,last24h,jsmith,firewall,*,*,info,*,action=deletion user=jsmith source=firewall severity=info earliest=-24h latest=now,2025-10-04T11:23:26
show me informational restart events in the last 24 hours in network security,restart,today,*,firewall,*,*,info,*,action=restart source=firewall severity=info earliest=@d latest=now,2025-10-04T01:50:26
find upload events by user admin this week in firewall logs,upload,last7d,admin,firewall,*,*,*,*,action=upload user=admin source=firewall earliest=-7d@d latest=now,2025-10-01T12:23:26
pull up file download events by user admin in the last 24 hours in network security,download,today,admin,firewall,*,*,*,*,action=download user=admin source=firewall earliest=@d latest=now,2025-10-04T05:55:26
display authentication events by user admin from ip 192.168.1.100 on web-server-01 with status 403 today in db,login,today,admin,database,192.168.1.100,web-server-01,*,403,action=login user=admin source=database src_ip=192.168.1.100 hostname=web-server-01 status_code=403 earliest=@d latest=now,2025-10-04T07:19:26
show me restart events by user alice on app-server-03 last 7 days in firewall logs,restart,last7d,alice,firewall,*,app-server-03,*,*,action=restart user=alice source=firewall hostname=app-server-03 earliest=-7d@d latest=now,2025-09-30T12:23:26
list warn sign off events by user admin on web-server-01 last hour in file system,logout,last1h,admin,filesystem,*,web-server-01,warning,*,action=logout user=admin source=filesystem hostname=web-server-01 severity=warning earliest=-60m latest=now,2025-10-04T12:17:26
pull up warn successful login events by user anonymous the previous day in windows,success,yesterday,anonymous,windows,*,*,warning,*,action=success user=anonymous source=windows severity=warning earliest=@d-1d latest=@d,2025-10-03T14:11:26
find err delete events by user root on db-prod-02 with status 404 the previous day in apache,deletion,yesterday,root,web,*,db-prod-02,error,404,action=deletion user=root source=web hostname=db-prod-02 severity=error status_code=404 earliest=@d-1d latest=@d,2025-10-03T16:19:26
show me warning request events by user bob from ip 10.0.0.1 on firewall-01 with status 503 past week in event viewer,access,last7d,bob,windows,10.0.0.1,firewall-01,warning,503,action=access user=bob source=windows src_ip=10.0.0.1 hostname=firewall-01 severity=warning status_code=503 earliest=-7d@d latest=now,2025-10-03T12:23:26
list connection events by user anonymous with status 500 since midnight in firewall logs,access,today,anonymous,firewall,*,*,*,500,action=access user=anonymous source=firewall status_code=500 earliest=@d latest=now,2025-10-04T07:05:26
give me critical logins events by user bob on load-balancer last hour in authentication log,login,last1h,bob,auth,*,load-balancer,critical,*,action=login user=bob source=auth hostname=load-balancer severity=critical earliest=-60m latest=now,2025-10-04T11:52:26
display file deletion events by user root from ip 192.168.1.100 since yesterday in ssh,deletion,last24h,root,ssh,192.168.1.100,*,*,*,action=deletion user=root source=ssh src_ip=192.168.1.100 earliest=-24h latest=now,2025-10-03T18:23:26
pull up login failure events by user alice in the last 24 hours in host,failure,today,alice,host,*,*,*,*,action=failure user=alice source=host earliest=@d latest=now,2025-10-04T10:39:26
pull up warn failed login events by user admin from ip 172.16.0.50 with status 502 past 60 minutes in file system,failure,last1h,admin,filesystem,172.16.0.50,*,warning,502,action=failure user=admin source=filesystem src_ip=172.16.0.50 severity=warning status_code=502 earliest=-60m latest=now,2025-10-04T12:14:26
pull up service restart events by user bob past 60 minutes in filesystem,restart,last1h,bob,filesystem,*,*,*,*,action=restart user=bob source=filesystem earliest=-60m latest=now,2025-10-04T12:19:26
find delete events from ip 172.16.0.50 last 7 days in apache,deletion,last7d,*,web,172.16.0.50,*,*,*,action=deletion source=web src_ip=172.16.0.50 earliest=-7d@d latest=now,2025-10-01T12:23:26
give me crash events past week in authentication log,error,last7d,*,auth,*,*,*,*,action=error source=auth earliest=-7d@d latest=now,2025-09-28T12:23:26
display sign off events by user alice with status 200 last hour in event viewer,logout,last1h,alice,windows,*,*,*,200,action=logout user=alice source=windows status_code=200 earliest=-60m latest=now,2025-10-04T11:54:26
give me emergency successful login events by user admin the previous day in web server,success,yesterday,admin,web,*,*,critical,*,action=success user=admin source=web severity=critical earliest=@d-1d latest=@d,2025-10-03T23:50:26
pull up upload events by user root on web-server-01 today in firewall logs,upload,today,root,firewall,*,web-server-01,*,*,action=upload user=root source=firewall hostname=web-server-01 earliest=@d latest=now,2025-10-04T08:20:26
find upload events by user admin from ip 192.168.0.1 past 60 minutes in file system,upload,last1h,admin,filesystem,192.168.0.1,*,*,*,action=upload user=admin source=filesystem src_ip=192.168.0.1 earliest=-60m latest=now,2025-10-04T12:20:26
find request events by user admin the previous day in apache,access,yesterday,admin,web,*,*,*,*,action=access user=admin source=web earliest=@d-1d latest=@d,2025-10-03T19:39:26
find login failure events by user bob last 30 days in file system,failure,last30d,bob,filesystem,*,*,*,*,action=failure user=bob source=filesystem earliest=-30d@d latest=now,2025-09-09T12:23:26
give me successful login events by user admin with status 500 past 60 minutes in secure shell,success,last1h,admin,ssh,*,*,*,500,action=success user=admin source=ssh status_code=500 earliest=-60m latest=now,2025-10-04T12:02:26
give me sign off events by user alice on web-server-01 this month in db,logout,last30d,alice,database,*,web-server-01,*,*,action=logout user=alice source=database hostname=web-server-01 earliest=-30d@d latest=now,2025-09-20T12:23:26
display warning delete events by user bob this week in filesystem,deletion,last7d,bob,filesystem,*,*,warning,*,action=deletion user=bob source=filesystem severity=warning earliest=-7d@d latest=now,2025-09-28T12:23:26
display successful login events by user bob the previous day in firewall logs,success,yesterday,bob,firewall,*,*,*,*,action=success user=bob source=firewall earliest=@d-1d latest=@d,2025-10-03T20:34:26
list logout events by user admin from ip 192.168.0.1 on web-server-01 past 60 minutes in firewall logs,logout,last1h,admin,firewall,192.168.0.1,web-server-01,*,*,action=logout user=admin source=firewall src_ip=192.168.0.1 hostname=web-server-01 earliest=-60m latest=now,2025-10-04T12:13:26
list delete events this month in windows,deletion,last30d,*,windows,*,*,*,*,action=deletion source=windows earliest=-30d@d latest=now,2025-09-13T12:23:26
display upload events by user alice from ip 192.168.1.100 last 24 hours in db,upload,last24h,alice,database,192.168.1.100,*,*,*,action=upload user=alice source=database src_ip=192.168.1.100 earliest=-24h latest=now,2025-10-03T17:23:26
list delete events by user anonymous today in machine,deletion,today,anonymous,host,*,*,*,*,action=deletion user=anonymous source=host earliest=@d latest=now,2025-10-04T06:58:26
show me login failure events by user admin on web-server-01 today in firewall logs,failure,today,admin,firewall,*,web-server-01,*,*,action=failure user=admin source=firewall hostname=web-server-01 earliest=@d latest=now,2025-10-04T03:32:26
display sign off events by user root from ip 10.0.0.1 with status 502 yesterday in web server,logout,yesterday,root,web,10.0.0.1,*,*,502,action=logout user=root source=web src_ip=10.0.0.1 status_code=502 earliest=@d-1d latest=@d,2025-10-03T22:30:26
find service restart events by user anonymous from ip 10.0.0.1 last hour in db,restart,last1h,anonymous,database,10.0.0.1,*,*,*,action=restart user=anonymous source=database src_ip=10.0.0.1 earliest=-60m latest=now,2025-10-04T11:30:26
display info download events by user alice with status 503 last hour in apache,download,last1h,alice,web,*,*,info,503,action=download user=alice source=web severity=info status_code=503 earliest=-60m latest=now,2025-10-04T11:35:26
show me file deletion events by user alice yesterday in database,deletion,yesterday,alice,database,*,*,*,*,action=deletion user=alice source=database earliest=@d-1d latest=@d,2025-10-03T01:37:26
find file upload events by user jsmith on load-balancer since yesterday in file system,upload,last24h,jsmith,filesystem,*,load-balancer,*,*,action=upload user=jsmith source=filesystem hostname=load-balancer earliest=-24h latest=now,2025-10-04T04:23:26
show me failure events by user anonymous in the last 24 hours in security log,error,today,anonymous,auth,*,*,*,*,action=error user=anonymous source=auth earliest=@d latest=now,2025-10-04T04:00:26
display connection events by user alice this week in ssh,access,last7d,alice,ssh,*,*,*,*,action=access user=alice source=ssh earliest=-7d@d latest=now,2025-10-02T12:23:26
display request events by user alice from ip 10.10.10.5 the previous day in machine,access,yesterday,alice,host,10.10.10.5,*,*,*,action=access user=alice source=host src_ip=10.10.10.5 earliest=@d-1d latest=@d,2025-10-03T03:20:26
list failure events by user root last hour in authentication log,error,last1h,root,auth,*,*,*,*,action=error user=root source=auth earliest=-60m latest=now,2025-10-04T11:38:26
display service restart events by user root from ip 172.16.0.50 last 24 hours in firewall,restart,last24h,root,firewall,172.16.0.50,*,*,*,action=restart user=root source=firewall src_ip=172.16.0.50 earliest=-24h latest=now,2025-10-04T02:23:26
give me failed login events by user jsmith on app-server-03 since midnight in event viewer,failure,today,jsmith,windows,*,app-server-03,*,*,action=failure user=jsmith source=windows hostname=app-server-03 earliest=@d latest=now,2025-10-04T02:03:26
list successful login events with status 403 last 24 hours in database,success,last24h,*,database,*,*,*,403,action=success source=database status_code=403 earliest=-24h latest=now,2025-10-04T12:23:26
find download events on firewall-01 since yesterday in network security,download,last24h,*,firewall,*,firewall-01,*,*,action=download source=firewall hostname=firewall-01 earliest=-24h latest=now,2025-10-03T19:23:26
display download events from ip 192.168.0.1 with status 500 this week in db,download,last7d,*,database,192.168.0.1,*,*,500,action=download source=database src_ip=192.168.0.1 status_code=500 earliest=-7d@d latest=now,2025-09-30T12:23:26
