nl_query,action,time,user,source,src_ip,hostname,severity,status_code,structured_query,event_ts
list info successful login events by user bob today in host,success,today,bob,host,*,*,info,*,action=success user=bob source=host severity=info earliest=@d latest=now,2025-10-04T06:18:39
list warn successful login events by user bob last 24 hours in filesystem,success,last24h,bob,filesystem,*,*,warning,*,action=success user=bob source=filesystem severity=warning earliest=-24h latest=now,2025-10-03T17:08:39
give me restart events by user anonymous from ip 10.10.10.5 today in file system,restart,today,anonymous,filesystem,10.10.10.5,*,*,*,action=restart user=anonymous source=filesystem src_ip=10.10.10.5 earliest=@d latest=now,2025-10-04T12:43:39
find sign off events by user anonymous on firewall-01 last 30 days in auth log,logout,last30d,anonymous,auth,*,firewall-01,*,*,action=logout user=anonymous source=auth hostname=firewall-01 earliest=-30d@d latest=now,2025-09-12T12:08:39
list logout events by user root from ip 10.0.0.1 on web-server-01 last hour in server,logout,last1h,root,host,10.0.0.1,web-server-01,*,*,action=logout user=root source=host src_ip=10.0.0.1 hostname=web-server-01 earliest=-60m latest=now,2025-10-04T12:02:39
list auth success events by user bob this month in web server,success,last30d,bob,web,*,*,*,*,action=success user=bob source=web earliest=-30d@d latest=now,2025-09-18T12:08:39
show me emergency download events by user alice on load-balancer past week in secure shell,download,last7d,alice,ssh,*,load-balancer,critical,*,action=download user=alice source=ssh hostname=load-balancer severity=critical earliest=-7d@d latest=now,2025-09-30T12:08:39
display error events by user anonymous from ip 172.16.0.50 in the last 24 hours in file system,error,today,anonymous,filesystem,172.16.0.50,*,*,*,action=error user=anonymous source=filesystem src_ip=172.16.0.50 earliest=@d latest=now,2025-10-04T07:03:39
display warning sign off events by user alice on web-server-01 the previous day in auth log,logout,yesterday,alice,auth,*,web-server-01,warning,*,action=logout user=alice source=auth hostname=web-server-01 severity=warning earliest=@d-1d latest=@d,2025-10-03T06:31:39
find authentication events on app-server-03 past week in secure shell,login,last7d,*,ssh,*,app-server-03,*,*,action=login source=ssh hostname=app-server-03 earliest=-7d@d latest=now,2025-09-28T12:08:39
show me delete events by user bob last 24 hours in ssh,deletion,last24h,bob,ssh,*,*,*,*,action=deletion user=bob source=ssh earliest=-24h latest=now,2025-10-03T16:08:39
show me upload events by user bob with status 200 last hour in db,upload,last1h,bob,database,*,*,*,200,action=upload user=bob source=database status_code=200 earliest=-60m latest=now,2025-10-04T11:23:39
list file download events by user alice last hour in db,download,last1h,alice,database,*,*,*,*,action=download user=alice source=database earliest=-60m latest=now,2025-10-04T11:12:39
display file deletion events by user alice on app-server-03 this month in web server,deletion,last30d,alice,web,*,app-server-03,*,*,action=deletion user=alice source=web hostname=app-server-03 earliest=-30d@d latest=now,2025-09-15T12:08:39
pull up successful login events by user bob from ip 192.168.0.1 past week in web server,success,last7d,bob,web,192.168.0.1,*,*,*,action=success user=bob source=web src_ip=192.168.0.1 earliest=-7d@d latest=now,2025-09-29T12:08:39
give me delete events by user root from ip 192.168.1.100 past week in db,deletion,last7d,root,database,192.168.1.100,*,*,*,action=deletion user=root source=database src_ip=192.168.1.100 earliest=-7d@d latest=now,2025-09-30T12:08:39
find delete events with status 500 yesterday in db,deletion,yesterday,*,database,*,*,*,500,action=deletion source=database status_code=500 earliest=@d-1d latest=@d,2025-10-03T09:31:39
show me sign off events by user bob on app-server-03 in the last 24 hours in database,logout,today,bob,database,*,app-server-03,*,*,action=logout user=bob source=database hostname=app-server-03 earliest=@d latest=now,2025-10-04T04:50:39
find logout events by user jsmith with status 500 last 30 days in nginx,logout,last30d,jsmith,web,*,*,*,500,action=logout user=jsmith source=web status_code=500 earliest=-30d@d latest=now,2025-09-28T12:08:39
show me successful login events by user alice from ip 192.168.1.100 on firewall-01 yesterday in ssh,success,yesterday,alice,ssh,192.168.1.100,firewall-01,*,*,action=success user=alice source=ssh src_ip=192.168.1.100 hostname=firewall-01 earliest=@d-1d latest=@d,2025-10-03T12:23:39
give me download events by user root from ip 192.168.0.1 the previous day in authentication log,download,yesterday,root,auth,192.168.0.1,*,*,*,action=download user=root source=auth src_ip=192.168.0.1 earliest=@d-1d latest=@d,2025-10-03T18:06:39
find crash events by user anonymous with status 404 last 24 hours in db,error,last24h,anonymous,database,*,*,*,404,action=error user=anonymous source=database status_code=404 earliest=-24h latest=now,2025-10-03T20:08:39
give me restart events by user alice this month in host,restart,last30d,alice,host,*,*,*,*,action=restart user=alice source=host earliest=-30d@d latest=now,2025-09-11T12:08:39
display warn restart events by user jsmith on firewall-01 past 60 minutes in ssh,restart,last1h,jsmith,ssh,*,firewall-01,warning,*,action=restart user=jsmith source=ssh hostname=firewall-01 severity=warning earliest=-60m latest=now,2025-10-04T11:35:39
pull up warning auth failure events by user jsmith on db-prod-02 last 24 hours in db,failure,last24h,jsmith,database,*,db-prod-02,warning,*,action=failure user=jsmith source=database hostname=db-prod-02 severity=warning earliest=-24h latest=now,2025-10-04T04:08:39
show me upload events by user jsmith since yesterday in database,upload,last24h,jsmith,database,*,*,*,*,action=upload user=jsmith source=database earliest=-24h latest=now,2025-10-03T15:08:39
show me failed login events by user admin past 60 minutes in database,failure,last1h,admin,database,*,*,*,*,action=failure user=admin source=database earliest=-60m latest=now,2025-10-04T11:41:39
pull up service restart events by user jsmith from ip 172.16.0.50 last 30 days in db,restart,last30d,jsmith,database,172.16.0.50,*,*,*,action=restart user=jsmith source=database src_ip=172.16.0.50 earliest=-30d@d latest=now,2025-09-19T12:08:39
display critical request events by user jsmith last 30 days in security log,access,last30d,jsmith,auth,*,*,critical,*,action=access user=jsmith source=auth severity=critical earliest=-30d@d latest=now,2025-10-02T12:08:39
find restart events by user admin with status 404 last 7 days in database,restart,last7d,admin,database,*,*,*,404,action=restart user=admin source=database status_code=404 earliest=-7d@d latest=now,2025-09-28T12:08:39
show me failed logins from yesterday,failure,yesterday,*,auth,*,*,*,*,action=failure source=auth earliest=@d-1d latest=@d,2025-10-04T12:08:39
list all successful logins in the last 7 days,success,last7d,*,auth,*,*,*,*,action=success source=auth earliest=-7d@d latest=now,2025-10-04T12:08:39
find all requests from ip 10.0.0.1,access,last24h,*,web,10.0.0.1,*,*,*,action=access source=web src_ip=10.0.0.1 earliest=-24h latest=now,2025-10-04T12:08:39
show critical errors on web-server-01 last hour,error,last1h,*,web,*,web-server-01,critical,*,action=error source=web hostname=web-server-01 severity=critical earliest=-60m latest=now,2025-10-04T12:08:39
display all 404 errors from yesterday,error,yesterday,*,web,*,*,*,404,action=error source=web status_code=404 earliest=@d-1d latest=@d,2025-10-04T12:08:39
list 500 errors on app-server-03 today,error,today,*,web,*,app-server-03,*,500,action=error source=web hostname=app-server-03 status_code=500 earliest=@d latest=now,2025-10-04T12:08:39
